HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Unknown	Unknown
HGNC:8486	OR9A1P	olfactory receptor family 9 subfamily A member 1 pseudogene	Approved	OR9A1	HTPCRX06, HSHTPCRX06	7q34	X64982		OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15093	OR9A2	olfactory receptor family 9 subfamily A member 2	Approved			7q34			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15094	OR9A3P	olfactory receptor family 9 subfamily A member 3 pseudogene	Approved	OR9A6P		7q34			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15095	OR9A4	olfactory receptor family 9 subfamily A member 4	Approved			7q34		NM_001001656	OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15319	OR9G1	olfactory receptor family 9 subfamily G member 1	Approved	OR9G5		11q12.1	AB065500	NM_001005213	OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15320	OR9G2P	olfactory receptor family 9 subfamily G member 2 pseudogene	Approved	OR9G6		11q12.1			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15321	OR9G3P	olfactory receptor family 9 subfamily G member 3 pseudogene	Approved			11q12.1			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15322	OR9G4	olfactory receptor family 9 subfamily G member 4	Approved			11q12.1	BK004400	NM_001005284	OR9	"GPCR / Class A : Olfactory receptors"
HGNC:31940	OR9G9	olfactory receptor family 9 subfamily G member 9	Approved			11q11 alternate reference locus	JH159137	NM_001013358	OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15038	OR9H1P	olfactory receptor family 9 subfamily H member 1 pseudogene	Approved			1q44			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:14718	OR9I1	olfactory receptor family 9 subfamily I member 1	Approved			11q12.1	AB065733	NM_001005211	OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15324	OR9I2P	olfactory receptor family 9 subfamily I member 2 pseudogene	Approved			11q12.1	AF179762		OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15325	OR9I3P	olfactory receptor family 9 subfamily I member 3 pseudogene	Approved		OST714	11q12.1			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15338	OR9K1P	olfactory receptor family 9 subfamily K member 1 pseudogene	Approved			12q13.2			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15339	OR9K2	olfactory receptor family 9 subfamily K member 2	Approved			12q13.2	BK004326		OR9	"GPCR / Class A : Olfactory receptors"
HGNC:14761	OR9L1P	olfactory receptor family 9 subfamily L member 1 pseudogene	Approved	OR9L2P		11q12.1	AC018807		OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15327	OR9M1P	olfactory receptor family 9 subfamily M member 1 pseudogene	Approved	OR5BG1P		11q12.1			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15096	OR9N1P	olfactory receptor family 9 subfamily N member 1 pseudogene	Approved			7q34			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15097	OR9P1P	olfactory receptor family 9 subfamily P member 1 pseudogene	Approved	OR9P2P		7q34			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:14724	OR9Q1	olfactory receptor family 9 subfamily Q member 1	Approved			11q12.1	AB065734	NM_001005212	OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15328	OR9Q2	olfactory receptor family 9 subfamily Q member 2	Approved	OR9Q2P		11q12.1	AB065859	NM_001005283	OR9	"GPCR / Class A : Olfactory receptors"
HGNC:15340	OR9R1P	olfactory receptor family 9 subfamily R member 1 pseudogene	Approved			12q13.2			OR9	"GPCR / Class A : Olfactory receptors"
HGNC:31288	OR9S24P	olfactory receptor family 9 subfamily S member 24 pseudogene	Approved	OR5J6P		2q37.3			OR9	"GPCR / Class A : Olfactory receptors"
