HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Unknown	Unknown
HGNC:8289	OR4A1P	olfactory receptor family 4 subfamily A member 1 pseudogene	Approved	OR4A20P	OR11-30	11p11.12	AF065869		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15159	OR4A2P	olfactory receptor family 4 subfamily A member 2 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15160	OR4A3P	olfactory receptor family 4 subfamily A member 3 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15161	OR4A4P	olfactory receptor family 4 subfamily A member 4 pseudogene	Approved	OR4A4		11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15162	OR4A5	olfactory receptor family 4 subfamily A member 5	Approved			11q11	AB065506	NM_001005272	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15163	OR4A6P	olfactory receptor family 4 subfamily A member 6 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15164	OR4A7P	olfactory receptor family 4 subfamily A member 7 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15165	OR4A8	olfactory receptor family 4 subfamily A member 8 (gene/pseudogene)	Approved	OR4A8P		11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15166	OR4A9P	olfactory receptor family 4 subfamily A member 9 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15147	OR4A10P	olfactory receptor family 4 subfamily A member 10 pseudogene	Approved	OR4A25P		11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15148	OR4A11P	olfactory receptor family 4 subfamily A member 11 pseudogene	Approved			11q11	AC011829		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15149	OR4A12P	olfactory receptor family 4 subfamily A member 12 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15150	OR4A13P	olfactory receptor family 4 subfamily A member 13 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15151	OR4A14P	olfactory receptor family 4 subfamily A member 14 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15152	OR4A15	olfactory receptor family 4 subfamily A member 15	Approved			11q11	AB065776	NM_001005275	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15153	OR4A16	olfactory receptor family 4 subfamily A member 16	Approved		OR4A16Q	11q11	AB065519	NM_001005274	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15154	OR4A17P	olfactory receptor family 4 subfamily A member 17 pseudogene	Approved	OR4A22P		11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15155	OR4A18P	olfactory receptor family 4 subfamily A member 18 pseudogene	Approved			11p11.12			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15156	OR4A19P	olfactory receptor family 4 subfamily A member 19 pseudogene	Approved			11p11.12			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15158	OR4A21P	olfactory receptor family 4 subfamily A member 21 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31259	OR4A40P	olfactory receptor family 4 subfamily A member 40 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31260	OR4A41P	olfactory receptor family 4 subfamily A member 41 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31261	OR4A42P	olfactory receptor family 4 subfamily A member 42 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31262	OR4A43P	olfactory receptor family 4 subfamily A member 43 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31263	OR4A44P	olfactory receptor family 4 subfamily A member 44 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31264	OR4A45P	olfactory receptor family 4 subfamily A member 45 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31265	OR4A46P	olfactory receptor family 4 subfamily A member 46 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31266	OR4A47	olfactory receptor family 4 subfamily A member 47	Approved			11p11.2	BK004380	NM_001005512	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31267	OR4A48P	olfactory receptor family 4 subfamily A member 48 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31268	OR4A49P	olfactory receptor family 4 subfamily A member 49 pseudogene	Approved			11p11.12			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31269	OR4A50P	olfactory receptor family 4 subfamily A member 50 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8290	OR4B1	olfactory receptor family 4 subfamily B member 1	Approved		OST208	11p11.2	AB065848	NM_001005470	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8291	OR4B2P	olfactory receptor family 4 subfamily B member 2 pseudogene	Approved		hg449	11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8292	OR4C1P	olfactory receptor family 4 subfamily C member 1 pseudogene	Approved	OR4C1	HTPCRX11, HSHTPCRX11	11q11	X64985	NG_002184	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14696	OR4C2P	olfactory receptor family 4 subfamily C member 2 pseudogene	Approved	OR4C8P		11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14697	OR4C3	olfactory receptor family 4 subfamily C member 3	Approved			11p11.2	AB065567	NM_001004702	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14700	OR4C4P	olfactory receptor family 4 subfamily C member 4 pseudogene	Approved	OR4C17P, OR4C17	OR4C47P	11q12.1			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14702	OR4C5	olfactory receptor family 4 subfamily C member 5 (gene/pseudogene)	Approved	OR4C5P	OR4C5Q	11p11.2		NG_002247	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14743	OR4C6	olfactory receptor family 4 subfamily C member 6	Approved			11q11	CR593785	NM_001004704	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14768	OR4C7P	olfactory receptor family 4 subfamily C member 7 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14796	OR4C9P	olfactory receptor family 4 subfamily C member 9 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14800	OR4C10P	olfactory receptor family 4 subfamily C member 10 pseudogene	Approved			11p11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15167	OR4C11	olfactory receptor family 4 subfamily C member 11	Approved	OR4C11P		11q11	AB065774	NM_001004700	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15168	OR4C12	olfactory receptor family 4 subfamily C member 12	Approved			11p11.12	BK004413	NM_001005270	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15169	OR4C13	olfactory receptor family 4 subfamily C member 13	Approved			11p11.12	AB065750	NM_001001955	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15170	OR4C14P	olfactory receptor family 4 subfamily C member 14 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15171	OR4C15	olfactory receptor family 4 subfamily C member 15	Approved			11q11	BK004319	NM_001001920	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15172	OR4C16	olfactory receptor family 4 subfamily C member 16 (gene/pseudogene)	Approved			11q11	AB065773	NM_001004701	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31270	OR4C45	olfactory receptor family 4 subfamily C member 45	Approved			11p11.12			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31271	OR4C46	olfactory receptor family 4 subfamily C member 46	Approved			11q11		NM_001004703	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31272	OR4C48P	olfactory receptor family 4 subfamily C member 48 pseudogene	Approved			11p11.12		NG_004421	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31273	OR4C49P	olfactory receptor family 4 subfamily C member 49 pseudogene	Approved			11p11.12			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:31274	OR4C50P	olfactory receptor family 4 subfamily C member 50 pseudogene	Approved			11q11			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8293	OR4D1	olfactory receptor family 4 subfamily D member 1	Approved	OR4D3	TPCR16	17q22	X89670		OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8294	OR4D2	olfactory receptor family 4 subfamily D member 2	Approved			17q22			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:14852	OR4D5	olfactory receptor family 4 subfamily D member 5	Approved			11q24.1	BK004316	NM_001001965	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15175	OR4D6	olfactory receptor family 4 subfamily D member 6	Approved			11q12.1	AB065803	NM_001004708	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15176	OR4D7P	olfactory receptor family 4 subfamily D member 7 pseudogene	Approved		OST724	11q12.1			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15177	OR4D8P	olfactory receptor family 4 subfamily D member 8 pseudogene	Approved			11q12.1			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15178	OR4D9	olfactory receptor family 4 subfamily D member 9	Approved			11q12.1	AB065861	NM_001004711	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15173	OR4D10	olfactory receptor family 4 subfamily D member 10	Approved	OR4D10P	OST711	11q12.1	AB065808	NM_001004705	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:15174	OR4D11	olfactory receptor family 4 subfamily D member 11	Approved	OR4D11P		11q12.1	AB065810	NM_001004706	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:19587	OR4D12P	olfactory receptor family 4 subfamily D member 12 pseudogene	Approved	OR7E103P		4p16.3		NG_004296	OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8296	OR4E1	olfactory receptor family 4 subfamily E member 1 (gene/pseudogene)	Approved	OR4E1P		14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
HGNC:8297	OR4E2	olfactory receptor family 4 subfamily E member 2	Approved			14q11.2			OR4	"GPCR / Class A : Olfactory receptors"
