HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Unknown	Unknown
HGNC:8179	OR1A1	olfactory receptor family 1 subfamily A member 1	Approved		OR17-7	17p13.3	AF087918	NM_014565	OR1	"GPCR / Class A : Olfactory receptors"
HGNC:8180	OR1A2	olfactory receptor family 1 subfamily A member 2	Approved		OR17-6	17p13.3	AF155225	NM_012352	OR1	"GPCR / Class A : Olfactory receptors"
HGNC:14750	OR1AA1P	olfactory receptor family 1 subfamily AA member 1 pseudogene	Approved			Xq26.2			OR1	"GPCR / Class A : Olfactory receptors"
HGNC:15390	OR1AB1P	olfactory receptor family 1 subfamily AB member 1 pseudogene	Approved			19p13.12	AC008894	NG_004627	OR1	"GPCR / Class A : Olfactory receptors"
HGNC:31243	OR1AC1P	olfactory receptor family 1 subfamily AC member 1 pseudogene	Approved			17p13.3			OR1	"GPCR / Class A : Olfactory receptors"
HGNC:8181	OR1B1	olfactory receptor family 1 subfamily B member 1 (gene/pseudogene)	Approved		OR9-B	9q33.2	AC006313	NM_001004450	OR1	"GPCR / Class A : Olfactory receptors"
HGNC:8182	OR1C1	olfactory receptor family 1 subfamily C member 1	Approved		TPCR27, HSTPCR27	1q44	X89674		OR1	"GPCR / Class A : Olfactory receptors"
HGNC:8183	OR1D2	olfactory receptor family 1 subfamily D member 2	Approved	OLFR1	OR17-4	17p13.3	U04678	NM_002548	OR1	"GPCR / Class A : Olfactory receptors"
HGNC:8184	OR1D3P	olfactory receptor family 1 subfamily D member 3 pseudogene	Approved	OR1D6P, OR1D7P	OR17-23, OR11-13, OR11-22	17p13.3	U04679		OR1	"GPCR / Class A : Olfactory receptors"
HGNC:8185	OR1D4	olfactory receptor family 1 subfamily D member 4 (gene/pseudogene)	Approved		OR17-30	17p13.3	U04681	NM_003552	OR1	"GPCR / Class A : Olfactory receptors"
HGNC:8186	OR1D5	olfactory receptor family 1 subfamily D member 5	Approved		OR17-31	17p13.3	AF087923	NM_014566	OR1	"GPCR / Class A : Olfactory receptors"
