HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Unknown	Unknown
HGNC:14772	OR13A1	olfactory receptor family 13 subfamily A member 1	Approved			10q11.21	AB065728	NM_001004297	OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14699	OR13C1P	olfactory receptor family 13 subfamily C member 1 pseudogene	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14701	OR13C2	olfactory receptor family 13 subfamily C member 2	Approved			9q31.1		NM_001004481	OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14704	OR13C3	olfactory receptor family 13 subfamily C member 3	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14722	OR13C4	olfactory receptor family 13 subfamily C member 4	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15100	OR13C5	olfactory receptor family 13 subfamily C member 5	Approved			9q31.1		NM_001004482	OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15101	OR13C6P	olfactory receptor family 13 subfamily C member 6 pseudogene	Approved			9p13.3			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15102	OR13C7	olfactory receptor family 13 subfamily C member 7 (gene/pseudogene)	Approved	OR13C7P	OST706	9p13.3			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15103	OR13C8	olfactory receptor family 13 subfamily C member 8	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15104	OR13C9	olfactory receptor family 13 subfamily C member 9	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14695	OR13D1	olfactory receptor family 13 subfamily D member 1	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15105	OR13D2P	olfactory receptor family 13 subfamily D member 2 pseudogene	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15106	OR13D3P	olfactory receptor family 13 subfamily D member 3 pseudogene	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15107	OR13E1P	olfactory receptor family 13 subfamily E member 1 pseudogene	Approved	OR13E2	OST741	9p13.3			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14723	OR13F1	olfactory receptor family 13 subfamily F member 1	Approved			9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14999	OR13G1	olfactory receptor family 13 subfamily G member 1	Approved			1q44	AB065623	NM_001005487	OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14755	OR13H1	olfactory receptor family 13 subfamily H member 1	Approved			Xq26.2			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14732	OR13I1P	olfactory receptor family 13 subfamily I member 1 pseudogene	Approved	OR13I2P		9q31.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:15108	OR13J1	olfactory receptor family 13 subfamily J member 1	Approved			9p13.3			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:14721	OR13K1P	olfactory receptor family 13 subfamily K member 1 pseudogene	Approved			Xq26.2			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:31240	OR13Z1P	olfactory receptor family 13 subfamily Z member 1 pseudogene	Approved			1q21.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:31241	OR13Z2P	olfactory receptor family 13 subfamily Z member 2 pseudogene	Approved			1q21.1			OR13	"GPCR / Class A : Olfactory receptors"
HGNC:31242	OR13Z3P	olfactory receptor family 13 subfamily Z member 3 pseudogene	Approved			1q21.1			OR13	"GPCR / Class A : Olfactory receptors"
